Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sorting_markers,source_name,SRA Study,strain,tissue
SRR6467006,6 weeks old,RNA-Seq,50,392164750,PRJNA429735,SAMN08358346,165342841,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556955,GSM2932590,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932590,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44hiCD117intCD25hi",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467007,6 weeks old,RNA-Seq,50,685855400,PRJNA429735,SAMN08358345,295368465,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556956,GSM2932591,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932591,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44-CD25hi",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467008,6 weeks old,RNA-Seq,50,354601700,PRJNA429735,SAMN08358344,148482703,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556957,GSM2932592,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932592,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44-CD25hi",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467009,6 weeks old,RNA-Seq,50,503033300,PRJNA429735,SAMN08358343,220729823,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556958,GSM2932593,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:50:00Z,1,GSM2932593,LIN-CD93+CD117+IL7Ra+CD45R-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467010,6 weeks old,RNA-Seq,50,490222450,PRJNA429735,SAMN08358342,208159669,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556959,GSM2932594,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:59:00Z,1,GSM2932594,LIN-CD93+CD117+IL7Ra+CD45R-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467011,6 weeks old,RNA-Seq,50,1265649300,PRJNA429735,SAMN08358341,540185414,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556960,GSM2932595,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:06:00Z,1,GSM2932595,LIN-CD93+CD117+IL7Ra+CD45R+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467012,6 weeks old,RNA-Seq,50,702175650,PRJNA429735,SAMN08358340,296468751,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556961,GSM2932596,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932596,LIN-CD93+CD117+IL7Ra+CD45R+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467013,6 weeks old,RNA-Seq,50,694690700,PRJNA429735,SAMN08358339,303621403,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556962,GSM2932597,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932597,CD93+IgM-CD19+CD43+HSA+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467014,6 weeks old,RNA-Seq,50,582863750,PRJNA429735,SAMN08358338,245367013,B cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556963,GSM2932598,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932598,CD93+IgM-CD19+CD43+HSA+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467015,6 weeks old,RNA-Seq,50,664070650,PRJNA429735,SAMN08358337,288304762,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556964,GSM2932599,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932599,Lin-Sca1+ckit+CD135-CD150-CD48-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467016,6 weeks old,RNA-Seq,50,318050350,PRJNA429735,SAMN08358336,133991478,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556965,GSM2932600,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932600,Lin-Sca1+ckit+CD135-CD150-CD48-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6467017,6 weeks old,RNA-Seq,50,685673300,PRJNA429735,SAMN08358335,297659998,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556966,GSM2932601,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932601,CD4+CD8-TCRbhiCD62LhiCD44loCD25-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467018,6 weeks old,RNA-Seq,50,554329550,PRJNA429735,SAMN08358334,232721964,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556967,GSM2932602,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932602,CD4+CD8-TCRbhiCD62LhiCD44loCD25-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467019,6 weeks old,RNA-Seq,50,679171700,PRJNA429735,SAMN08358333,297684534,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556968,GSM2932603,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:47:00Z,1,GSM2932603,CD4+CD8-TCRbhiCD62LhiCD44loCD25-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467020,6 weeks old,RNA-Seq,50,377595100,PRJNA429735,SAMN08358332,158215038,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556969,GSM2932604,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932604,CD4+CD8-TCRbhiCD62LhiCD44loCD25-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467021,6 weeks old,RNA-Seq,50,578352400,PRJNA429735,SAMN08358331,250989126,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556970,GSM2932605,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932605,CD4+CD8-TCRbhi-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467022,6 weeks old,RNA-Seq,50,354552100,PRJNA429735,SAMN08358330,149539224,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556971,GSM2932606,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:56:00Z,1,GSM2932606,CD4+CD8-TCRbhi-Dump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467023,6 weeks old,RNA-Seq,50,873914400,PRJNA429735,SAMN08358329,376426440,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556972,GSM2932607,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932607,CD4+CD8-TCRbhiCD24int-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467024,6 weeks old,RNA-Seq,50,476365850,PRJNA429735,SAMN08358328,200116506,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556973,GSM2932608,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932608,CD4+CD8-TCRbhiCD24int-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467025,6 weeks old,RNA-Seq,50,652526500,PRJNA429735,SAMN08358327,282709569,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556974,GSM2932609,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932609,CD4-CD8+TCRbhiCD62LhiCD44loDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467026,6 weeks old,RNA-Seq,50,436102500,PRJNA429735,SAMN08358326,185531142,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556975,GSM2932610,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932610,CD4-CD8+TCRbhiCD62LhiCD44loDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467027,6 weeks old,RNA-Seq,50,721960400,PRJNA429735,SAMN08358325,311064843,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556976,GSM2932611,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932611,CD4-CD8+TCRbhiCD24int-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467028,6 weeks old,RNA-Seq,50,413726650,PRJNA429735,SAMN08358401,173643090,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556977,GSM2932612,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:00:00Z,1,GSM2932612,CD4-CD8+TCRbhiCD24int-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467029,6 weeks old,RNA-Seq,50,386859850,PRJNA429735,SAMN08358400,171379922,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556978,GSM2932613,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932613,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44-CD25-CD28+",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467030,6 weeks old,RNA-Seq,50,235050400,PRJNA429735,SAMN08358399,98337822,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556979,GSM2932614,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:56:00Z,1,GSM2932614,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44-CD25-CD28+",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467031,6 weeks old,RNA-Seq,50,768365650,PRJNA429735,SAMN08358398,330535523,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556980,GSM2932615,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:54:00Z,1,GSM2932615,SSCsmallCD4+CD8+TCRbloCD69-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467032,6 weeks old,RNA-Seq,50,610918700,PRJNA429735,SAMN08358397,254472482,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556981,GSM2932616,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932616,SSCsmallCD4+CD8+TCRbloCD69-Dump-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467033,6 weeks old,RNA-Seq,50,688619250,PRJNA429735,SAMN08358396,298694971,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556982,GSM2932617,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:52:00Z,1,GSM2932617,CD4-CD8+TCR-/loCD24hi,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467034,6 weeks old,RNA-Seq,50,245061600,PRJNA429735,SAMN08358395,105511515,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556983,GSM2932618,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932618,CD4-CD8+TCR-/loCD24hi,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467035,7 weeks old,RNA-Seq,50,375920700,PRJNA429735,SAMN08358394,170940440,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556984,GSM2932619,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932619,CD8+CD45.1+CD4-MHCII-B220-Gr1-,Gut,SRP128986,C57BL/6J,Gut
SRR6467036,7 weeks old,RNA-Seq,50,330075200,PRJNA429735,SAMN08358393,148455753,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556985,GSM2932620,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:59:00Z,1,GSM2932620,CD8+CD45.1+CD4-MHCII-B220-Gr1-,Gut,SRP128986,C57BL/6J,Gut
SRR6467037,7 weeks old,RNA-Seq,50,561652350,PRJNA429735,SAMN08358392,245611055,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556986,GSM2932621,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:03:00Z,1,GSM2932621,CD8+KLRG1-CD127+CD45.1+CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467038,7 weeks old,RNA-Seq,50,529282350,PRJNA429735,SAMN08358391,224283727,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556987,GSM2932622,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932622,CD8+KLRG1-CD127+CD45.1+CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467039,32 weeks old,RNA-Seq,50,706519350,PRJNA429735,SAMN08358388,307669844,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556988,GSM2932623,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932623,CD8+CD44+CD62L+CD45.1+CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467040,32 weeks old,RNA-Seq,50,454392800,PRJNA429735,SAMN08358390,192558583,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556989,GSM2932624,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932624,CD8+CD44+CD62L+CD45.1+CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467041,7 weeks old,RNA-Seq,50,609750600,PRJNA429735,SAMN08358389,267721557,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556990,GSM2932625,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:03:00Z,1,GSM2932625,CD4-CD8+TCRbhiCD62LhiCD44loDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467042,7 weeks old,RNA-Seq,50,415360700,PRJNA429735,SAMN08358387,177345501,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556991,GSM2932626,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932626,CD4-CD8+TCRbhiCD62LhiCD44loDump-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467043,32 weeks old,RNA-Seq,50,500959150,PRJNA429735,SAMN08358386,210056050,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556992,GSM2932627,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932627,CD8+KLRG1+CD127-CD45.1+CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467044,6 weeks old,RNA-Seq,50,405951100,PRJNA429735,SAMN08358385,181142723,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556993,GSM2932628,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:03:00Z,1,GSM2932628,CD8+CD44-CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467045,6 weeks old,RNA-Seq,50,279172000,PRJNA429735,SAMN08358384,120643226,ab T cells,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556994,GSM2932629,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932629,CD8+CD44-CD4-MHCII-B220-Gr1-Ter119-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467046,6 weeks old,RNA-Seq,50,412700550,PRJNA429735,SAMN08358383,183726277,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556995,GSM2932630,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932630,TCRvg1.1+TCRd+CD24hiScart2-CD4-CD8-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467047,6 weeks old,RNA-Seq,50,253174200,PRJNA429735,SAMN08358382,109360408,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556996,GSM2932631,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932631,TCRvg1.1+TCRd+CD24hiScart2-CD4-CD8-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467048,6 weeks old,RNA-Seq,50,894882650,PRJNA429735,SAMN08358381,387696210,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556997,GSM2932632,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932632,TCRvg1.1+TCRd+CD24-CD27+CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
SRR6467049,6 weeks old,RNA-Seq,50,551806750,PRJNA429735,SAMN08358380,232736820,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556998,GSM2932633,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932633,TCRvg1.1+TCRd+CD24-CD27+CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
SRR6467050,6 weeks old,RNA-Seq,50,761379450,PRJNA429735,SAMN08358379,328702114,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556999,GSM2932634,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:50:00Z,1,GSM2932634,TCRvg2+TCRd+CD24hiScart2-CD4-CD8-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467051,6 weeks old,RNA-Seq,50,662865350,PRJNA429735,SAMN08358378,275946578,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557000,GSM2932635,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:00:00Z,1,GSM2932635,TCRvg2+TCRd+CD24hiScart2-CD4-CD8-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467052,6 weeks old,RNA-Seq,50,683090350,PRJNA429735,SAMN08358377,296353590,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557001,GSM2932636,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:52:00Z,1,GSM2932636,TCRvg2+TCRd+CD24-CD27+CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
SRR6467053,6 weeks old,RNA-Seq,50,606843050,PRJNA429735,SAMN08358376,255236114,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557002,GSM2932637,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932637,TCRvg2+TCRd+CD24-CD27+CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
SRR6467054,6 weeks old,RNA-Seq,50,592871100,PRJNA429735,SAMN08358375,247925620,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557003,GSM2932638,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932638,TCRvg2+TCRd+CD24hiScart2+CD4-CD8-,Thymus,SRP128986,C57BL/6J,Thymus
SRR6467055,6 weeks old,RNA-Seq,50,756414650,PRJNA429735,SAMN08358374,328824867,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557004,GSM2932639,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:52:00Z,1,GSM2932639,TCRvg2+TCRd+CD24-CD27-CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
SRR6467056,6 weeks old,RNA-Seq,50,359131700,PRJNA429735,SAMN08358369,151524623,gd T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3557005,GSM2932640,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932640,TCRvg2+TCRd+CD24-CD27-CD4-CD8-,Lymph Node,SRP128986,C57BL/6J,Lymph Node
