Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sorting_markers,source_name,SRA Study,strain,create_date,version
SRR8147138,6 weeks old,RNA-Seq,50,654153550,PRJNA503607,SAMN10366101,257845580,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967634,GSM3455129,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455129,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Spleen,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147139,2 embryonic weeks old,RNA-Seq,50,469052150,PRJNA503607,SAMN10366100,198886113,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967635,GSM3455130,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455130,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147140,2 embryonic weeks old,RNA-Seq,50,667820500,PRJNA503607,SAMN10366099,280035841,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967636,GSM3455131,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455131,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147141,2 embryonic weeks old,RNA-Seq,50,534754750,PRJNA503607,SAMN10366098,220837446,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967637,GSM3455132,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455132,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147142,2 embryonic weeks old,RNA-Seq,50,841785000,PRJNA503607,SAMN10366097,347478333,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967638,GSM3455133,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455133,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147143,2 embryonic weeks old,RNA-Seq,50,679100050,PRJNA503607,SAMN10366096,279813829,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967639,GSM3455134,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455134,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147144,2 embryonic weeks old,RNA-Seq,50,618838000,PRJNA503607,SAMN10366095,258951224,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967640,GSM3455135,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455135,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147145,2 embryonic weeks old,RNA-Seq,50,482354300,PRJNA503607,SAMN10366094,198851975,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967641,GSM3455136,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455136,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147146,2 embryonic weeks old,RNA-Seq,50,823450250,PRJNA503607,SAMN10366148,339277913,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967642,GSM3455137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455137,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147147,2 embryonic weeks old,RNA-Seq,50,795833750,PRJNA503607,SAMN10366147,329877685,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967643,GSM3455138,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455138,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147148,2 embryonic weeks old,RNA-Seq,50,878956250,PRJNA503607,SAMN10366146,362491579,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967644,GSM3455139,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455139,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147149,2 embryonic weeks old,RNA-Seq,50,673438550,PRJNA503607,SAMN10366145,278491620,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967645,GSM3455140,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455140,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Brain,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147150,2 embryonic weeks old,RNA-Seq,50,586249650,PRJNA503607,SAMN10366144,241617805,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967646,GSM3455141,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455141,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Brain,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147151,2 embryonic weeks old,RNA-Seq,50,444749950,PRJNA503607,SAMN10366143,182843132,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967647,GSM3455142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455142,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Colon,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147152,2 embryonic weeks old,RNA-Seq,50,763041550,PRJNA503607,SAMN10366142,319071911,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967648,GSM3455143,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455143,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Colon,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147153,2 embryonic weeks old,RNA-Seq,50,537633000,PRJNA503607,SAMN10366141,222628049,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967649,GSM3455144,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455144,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Dermis,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147154,2 embryonic weeks old,RNA-Seq,50,614344450,PRJNA503607,SAMN10366140,253537862,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967650,GSM3455145,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455145,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Dermis,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147155,2 embryonic weeks old,RNA-Seq,50,559789550,PRJNA503607,SAMN10366139,238082480,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967651,GSM3455146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455146,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Epithelial Cell,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147156,2 embryonic weeks old,RNA-Seq,50,809259350,PRJNA503607,SAMN10366138,337683306,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967652,GSM3455147,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455147,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Epithelium,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147157,2 embryonic weeks old,RNA-Seq,50,683967950,PRJNA503607,SAMN10366137,283197500,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967653,GSM3455148,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455148,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Heart,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147158,2 embryonic weeks old,RNA-Seq,50,581288850,PRJNA503607,SAMN10366136,240883245,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967654,GSM3455149,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455149,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Heart,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147159,2 embryonic weeks old,RNA-Seq,50,373425450,PRJNA503607,SAMN10366135,164817965,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967655,GSM3455150,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455150,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147160,2 embryonic weeks old,RNA-Seq,50,669440700,PRJNA503607,SAMN10366134,276827480,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967656,GSM3455151,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455151,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147161,2 embryonic weeks old,RNA-Seq,50,593893550,PRJNA503607,SAMN10366133,246133524,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967657,GSM3455152,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455152,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147162,2 embryonic weeks old,RNA-Seq,50,486845400,PRJNA503607,SAMN10366132,199813806,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967658,GSM3455153,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455153,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147163,2 embryonic weeks old,RNA-Seq,50,513570900,PRJNA503607,SAMN10366131,211879122,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967659,GSM3455154,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455154,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147164,2 embryonic weeks old,RNA-Seq,50,489634150,PRJNA503607,SAMN10366130,201833914,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967660,GSM3455155,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455155,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147165,2 embryonic weeks old,RNA-Seq,50,638257900,PRJNA503607,SAMN10366129,263782401,Macrophage,GEO,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967661,GSM3455156,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455156,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Spleen,SRP167701,C57BL/6J,,
SRR8147166,2 embryonic weeks old,RNA-Seq,50,742862800,PRJNA503607,SAMN10366128,310388637,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967662,GSM3455157,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455157,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Spleen,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147167,2 embryonic weeks old,RNA-Seq,50,782618550,PRJNA503607,SAMN10366127,324565230,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967663,GSM3455158,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455158,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Thymus,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147168,2 embryonic weeks old,RNA-Seq,50,467560000,PRJNA503607,SAMN10366508,192688442,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967664,GSM3455159,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455159,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Thymus,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147169,2 embryonic weeks old,RNA-Seq,50,362755400,PRJNA503607,SAMN10366507,153837199,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967665,GSM3455160,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455160,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Thymus,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147170,1 weeks old,RNA-Seq,50,402957600,PRJNA503607,SAMN10366506,166640915,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967666,GSM3455161,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455161,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147171,1 weeks old,RNA-Seq,50,708879500,PRJNA503607,SAMN10366505,295698287,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967667,GSM3455162,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455162,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147172,1 weeks old,RNA-Seq,50,403430400,PRJNA503607,SAMN10366504,165478721,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967668,GSM3455163,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455163,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147173,1 weeks old,RNA-Seq,50,528819400,PRJNA503607,SAMN10366503,223291881,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967669,GSM3455164,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455164,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147174,2 embryonic weeks old,RNA-Seq,50,691042300,PRJNA503607,SAMN10366502,287048353,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967670,GSM3455165,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455165,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147175,2 embryonic weeks old,RNA-Seq,50,644289800,PRJNA503607,SAMN10366501,268183756,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967671,GSM3455166,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455166,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147176,2 embryonic weeks old,RNA-Seq,50,622994800,PRJNA503607,SAMN10366500,256463491,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967672,GSM3455167,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455167,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147177,2 embryonic weeks old,RNA-Seq,50,814288000,PRJNA503607,SAMN10366499,338891301,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967673,GSM3455168,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455168,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147178,2 embryonic weeks old,RNA-Seq,50,815281450,PRJNA503607,SAMN10366498,338890307,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967674,GSM3455169,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455169,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147179,2 embryonic weeks old,RNA-Seq,50,802441200,PRJNA503607,SAMN10366497,330761444,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967675,GSM3455170,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455170,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147180,2 embryonic weeks old,RNA-Seq,50,575063700,PRJNA503607,SAMN10366496,243506133,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967676,GSM3455171,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455171,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147181,2 embryonic weeks old,RNA-Seq,50,919027350,PRJNA503607,SAMN10366398,381545533,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967677,GSM3455172,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455172,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147182,6 weeks old,RNA-Seq,50,855273200,PRJNA503607,SAMN10366397,335446519,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967678,GSM3455173,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455173,CD102+F4/80+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147183,6 weeks old,RNA-Seq,50,539827900,PRJNA503607,SAMN10366396,220203616,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967679,GSM3455174,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455174,CD102+F4/80+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147184,1 weeks old,RNA-Seq,50,382766100,PRJNA503607,SAMN10366395,162821663,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967680,GSM3455175,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455175,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147185,1 weeks old,RNA-Seq,50,776183800,PRJNA503607,SAMN10366394,324056956,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967681,GSM3455176,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455176,F4/80+CD102+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147186,8 weeks old,RNA-Seq,50,639972100,PRJNA503607,SAMN10366393,258783131,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967682,GSM3455177,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455177,CD45+ XCR1+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147187,8 weeks old,RNA-Seq,50,606609050,PRJNA503607,SAMN10366392,244992536,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967683,GSM3455178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455178,CD45+ XCR1+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147188,8 weeks old,RNA-Seq,50,725202700,PRJNA503607,SAMN10366391,292244373,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967684,GSM3455179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455179,CD45+ XCR1+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147189,8 weeks old,RNA-Seq,50,562352250,PRJNA503607,SAMN10366390,227963944,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967685,GSM3455180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455180,CD45+ CD172a+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147190,8 weeks old,RNA-Seq,50,414326850,PRJNA503607,SAMN10366389,166032479,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967686,GSM3455181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455181,CD45+ CD172a+ CD11c+ MHCII+,Liver,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
